domain,domain_label,accession,title,date,year,quarter,month,institution,affiliation,country,email
biostudies-other,BioStudies,S-EPMC1147219,"Temporal patterns of protein phosphorylation after angiotensin II, A23187 and/or 12-O-tetradecanoylphorbol 13-acetate in adrenal glomerulosa cells.",1986-09-01,1986,3,9,Other Norway,,,NA
biostudies-other,BioStudies,S-EPMC5206976,Original Research: Feasibility and safety of two surgical techniques for the development of an animal model of jugular vein occlusion.,2017-01-01,2017,1,1,Other Norway,,,NA
biostudies-other,BioStudies,S-EPMC1147374,Decreased rate of ketone-body oxidation and decreased activity of D-3-hydroxybutyrate dehydrogenase and succinyl-CoA:3-oxo-acid CoA-transferase in heart mitochondria of diabetic rats.,1986-11-01,1986,4,11,Other Norway,,,NA
biostudies-other,BioStudies,S-EPMC4070801,Pulmonary arterial remodeling in chronic obstructive pulmonary disease is lobe dependent.,2013-09-01,2013,3,9,Other Norway,,,NA
biostudies-other,BioStudies,S-EPMC1147574,Effect of inhibitors of arachidonic acid metabolism on efflux of intracellular enzymes from skeletal muscle following experimental damage.,1987-01-01,1987,1,1,Other Norway,,,NA
biostudies-other,BioStudies,S-EPMC1147100,Sensitivity of pyruvate dehydrogenase phosphate phosphatase to magnesium ions. Similar effects of spermine and insulin.,1986-08-01,1986,3,8,Other Norway,,,NA
biostudies-other,BioStudies,S-EPMC4078165,"One-stage biopsy, debridement, reconstruction, and stabilization of pyogenic vertebral osteomyelitis.",2014-06-01,2014,2,6,Other Norway,,,NA
biostudies-other,BioStudies,S-EPMC1147203,A role for calcium in the breakdown of inositol phospholipids in intact and digitonin-permeabilized pancreatic islets.,1986-09-01,1986,3,9,Other Norway,,,NA
biostudies-other,BioStudies,S-EPMC4075576,Effectiveness and security of CT-guided percutaneous implantation of (125)I seeds in pancreatic carcinoma.,2014-07-01,2014,3,7,Other Norway,,,NA
biostudies-other,BioStudies,S-EPMC1147043,Evidence for two GTPases activated by thrombin in membranes of human platelets.,1986-08-01,1986,3,8,Other Norway,,,NA
biostudies-other,BioStudies,S-EPMC5214510,CD73s protection of epithelial integrity: Thinking beyond the barrier.,2016-01-01,2016,1,1,Other Norway,,,NA
biostudies-other,BioStudies,S-EPMC3964734,"Combustion of Biosolids in a Bubbling Fluidized Bed, Part 1: Main Ash-Forming Elements and Ash Distribution with a Focus on Phosphorus.",2014-02-01,2014,1,2,Other Norway,,,NA
biostudies-other,BioStudies,S-EPMC5282546,Diverse Clinical Signs of Ocular Involvement in Cat Scratch Disease.,2017-01-01,2017,1,1,Other Norway,,,NA
biostudies-other,BioStudies,S-EPMC4070761,Shared medical appointments in pulmonary hypertension.,2014-03-01,2014,1,3,Other Norway,,,NA
biostudies-other,BioStudies,S-EPMC1147322,Regulation of the pentose phosphate cycle. Cofactor that controls the inhibition of glucose-6-phosphate dehydrogenase by NADPH in rat liver.,1986-11-01,1986,4,11,Other Norway,,,NA
biostudies-other,BioStudies,S-EPMC1216885,Sphingomyelinase stimulates 2-deoxyglucose uptake by skeletal muscle.,1996-01-01,1996,1,1,Other Norway,,,NA
biostudies-other,BioStudies,S-EPMC4078157,The use of navigation forces for assessment of wrist arthroscopy skills level.,2014-05-01,2014,2,5,Other Norway,,,NA
biostudies-other,BioStudies,S-EPMC1144976,The metabolism of L-phenylalanine and L-tyrosine by liver cells isolated from adrenalectomized rats and from streptozotocin-diabetic rats.,1985-05-01,1985,2,5,Other Norway,,,NA
biostudies-other,BioStudies,S-EPMC1147258,The presence and activity in normal and regenerating rat liver postmicrosomal supernatant fraction of an enzyme with properties similar to those of membrane-bound 5'-nucleotidase.,1986-10-01,1986,4,10,Other Norway,,,NA
biostudies-other,BioStudies,S-EPMC1144805,Dietary cholesterol does not affect the synthesis of apolipoproteins B and E by rat hepatocytes.,1985-04-01,1985,2,4,Other Norway,,,NA
biostudies-other,BioStudies,S-EPMC4078185,The clinical outcome after extra-articular colles fractures with simultaneous moderate scapholunate dissociation.,2014-05-01,2014,2,5,Other Norway,,,NA
biostudies-other,BioStudies,S-EPMC4071336,Phosphoinositides: minor lipids make a major impact on photoreceptor cell functions.,2014-06-01,2014,2,6,Other Norway,,,NA
biostudies-other,BioStudies,S-EPMC4078129,Arthroscopic Resection Arthroplasty of the Radial Column for SLAC Wrist.,2014-05-01,2014,2,5,Other Norway,,,NA
biostudies-other,BioStudies,S-EPMC5215542,Analyzed immunogenicity of fractional doses of Sabin-inactivated poliovirus vaccine (sIPV) with intradermal delivery in rats.,2016-12-01,2016,4,12,Other Norway,,,NA
biostudies-other,BioStudies,S-EPMC4078154,Renal ablation update.,2014-06-01,2014,2,6,Other Norway,,,NA
biostudies-other,BioStudies,S-EPMC1147196,Ca2+ and Zn2+-binding properties of nitrated S-100b protein from bovine brain.,1986-09-01,1986,3,9,Other Norway,,,NA
biostudies-other,BioStudies,S-EPMC4074786,Spin nano-oscillator-based wireless communication.,2014-01-01,2014,1,1,Other Norway,,,NA
biostudies-other,BioStudies,S-EPMC5116436,Analog filtering methods improve leading edge timing performance of multiplexed SiPMs.,2016-08-01,2016,3,8,Other Norway,,,NA
biostudies-other,BioStudies,S-EPMC4066853,Potential of Pleurotus ostreatus mycelium for selenium absorption.,2014-01-01,2014,1,1,Other Norway,,,NA
biostudies-other,BioStudies,S-EPMC1220008,Glutamine synthesis is heterogeneous and differentially regulated along the rabbit renal proximal tubule.,1999-02-01,1999,1,2,Other Norway,,,NA
biostudies-other,BioStudies,S-EPMC1148006,Phosphatidylcholine metabolism in neonatal mouse calvaria.,1987-06-01,1987,2,6,Other Norway,,,NA
biostudies-other,BioStudies,S-EPMC5109831,Infarct size following complete revascularization in patients presenting with STEMI: a comparison of immediate and staged in-hospital non-infarct related artery PCI subgroups in the CvLPRIT study.,2016-11-01,2016,4,11,Other Norway,,,NA
biostudies-other,BioStudies,S-EPMC4082456,"A Randomized Comparison between Everolimus-Eluting Stent and Cobalt Chromium Stent in Patients with Acute ST-Elevation Myocardial Infarction Undergoing Primary Percutaneous Coronary Intervention Using Routine Intravenous Eptifibatide: The X-MAN (Xience vs. Multi-Link Stent in Acute Myocardial Infarction) Trial, A Pilot Study.",2014-06-01,2014,2,6,Other Norway,,,NA
biostudies-other,BioStudies,S-EPMC4067613,Blue shift of spontaneous emission in hyperbolic metamaterial.,2014-01-01,2014,1,1,Other Norway,,,NA
biostudies-other,BioStudies,S-EPMC4080604,Validity and reliability of the Standardized Orthopedic Assessment Tool (SOAT): a variation of the traditional objective structured clinical examination.,2014-05-01,2014,2,5,Other Norway,,,NA
biostudies-other,BioStudies,S-EPMC1147292,"Characterization of the binding of the anti-sickling compound, BW12C, to haemoglobin.",1986-10-01,1986,4,10,Other Norway,,,NA
biostudies-other,BioStudies,S-EPMC4078148,Computer-Assisted Mandibular Reconstruction using a Patient-Specific Reconstruction Plate Fabricated with Computer-Aided Design and Manufacturing Techniques.,2014-06-01,2014,2,6,Other Norway,,,NA
biostudies-other,BioStudies,S-EPMC4078107,Interstitial pregnancy resulting in a viable infant coexistent with massive perivillous fibrin deposition: a case report and literature review.,2014-05-01,2014,2,5,Other Norway,,,NA
biostudies-other,BioStudies,S-EPMC4077041,Qualitative development of a patient-reported outcome symptom measure in diarrhea-predominant irritable bowel syndrome.,2014-01-01,2014,1,1,Other Norway,,,NA
biostudies-other,BioStudies,S-EPMC4082452,Isolated single coronary artery presenting as acute coronary syndrome: case report and review.,2014-06-01,2014,2,6,Other Norway,,,NA
biostudies-other,BioStudies,S-EPMC4079324,Biomechanics and thermodynamics of nanoparticle interactions with plasma and endosomal membrane lipids in cellular uptake and endosomal escape.,2014-07-01,2014,3,7,Other Norway,,,NA
biostudies-other,BioStudies,S-EPMC4077412,Antiinflammatory therapy outcomes for mild OSA in children.,2014-07-01,2014,3,7,Other Norway,,,NA
biostudies-other,BioStudies,S-EPMC4085487,The curative effect of fucoidan on visceral leishmaniasis is mediated by activation of MAP kinases through specific protein kinase C isoforms.,2014-05-01,2014,2,5,Other Norway,,,NA
biostudies-other,BioStudies,S-EPMC4089658,Comparison of primary health-care models in the management of chronic kidney disease.,2013-05-01,2013,2,5,Other Norway,,,NA
biostudies-other,BioStudies,S-EPMC4078151,Preoperative predictors of patient satisfaction with outcome after cervical laminoplasty.,2014-06-01,2014,2,6,Other Norway,,,NA
biostudies-other,BioStudies,S-EPMC1144920,Studies on the metabolism of rat liver copper-metallothionein.,1985-05-01,1985,2,5,Other Norway,,,NA
biostudies-other,BioStudies,S-EPMC4078139,Spontaneous uterine rupture at 15 weeks' gestation in a patient with a history of cesarean delivery after removal of shirodkar cerclage.,2014-05-01,2014,2,5,Other Norway,,,NA
biostudies-other,BioStudies,S-EPMC1148059,Characterization of monoclonal antibodies that recognize band 4.5 polypeptides associated with nucleoside transport in pig erythrocytes.,1987-06-01,1987,2,6,Other Norway,,,NA
biostudies-other,BioStudies,S-EPMC4078138,Instability of the Vertebrae Remains following Balloon Kyphoplasty.,2014-06-01,2014,2,6,Other Norway,,,NA
biostudies-other,BioStudies,S-EPMC1147999,Expression and developmental regulation of two unique mRNAs specific to brain membrane-bound polyribosomes.,1987-06-01,1987,2,6,Other Norway,,,NA
biostudies-other,BioStudies,S-EPMC1147318,Epidermal growth factor mimics insulin effects in rat hepatocytes.,1986-11-01,1986,4,11,Other Norway,,,NA
biostudies-other,BioStudies,S-EPMC1147243,Immunochemical analysis of normal and mutant forms of human pyruvate dehydrogenase.,1986-10-01,1986,4,10,Other Norway,,,NA
biostudies-other,BioStudies,S-EPMC1148317,The effect of trypsin on sugar uptake in rat thymocytes. Modulation of cellular cyclic AMP concentration and the sugar-transport system.,1987-09-01,1987,3,9,Other Norway,,,NA
biostudies-other,BioStudies,S-EPMC4083430,"TGF-β1, IL-6, and TNF-α in bronchoalveolar lavage fluid: useful markers for lung cancer?",2014-01-01,2014,1,1,Other Norway,,,NA
biostudies-other,BioStudies,S-EPMC4088061,"Antidepressant-like activity of adhyperforin, a novel constituent of Hypericum perforatum L.",2014-01-01,2014,1,1,Other Norway,,,NA
biostudies-other,BioStudies,S-EPMC4099118,The research on operation of obstructed total anomalous pulmonary venous connection in neonates.,2014-01-01,2014,1,1,Other Norway,,,NA
biostudies-other,BioStudies,S-EPMC1217096,Probing serpin reactive-loop conformations by proteolytic cleavage.,1996-03-01,1996,1,3,Other Norway,,,NA
biostudies-other,BioStudies,S-EPMC5536253,Behavioral and emotional problems in high-functioning girls and boys with autism spectrum disorders: Parents' reports and adolescents' self-reports.,2017-08-01,2017,3,8,Other Norway,,,NA
biostudies-other,BioStudies,S-EPMC4078105,Administration of Gemcitabine for Metastatic Adenocarcinoma during Pregnancy: A Case Report and Review of the Literature.,2014-05-01,2014,2,5,Other Norway,,,NA
biostudies-other,BioStudies,S-EPMC1219193,Maturation and secretion of rat hepatic lipase is inhibited by alpha1B-adrenergic stimulation through changes in Ca2+ homoeostasis: thapsigargin and EGTA both mimic the effect of adrenaline.,1998-03-01,1998,1,3,Other Norway,,,NA
biostudies-other,BioStudies,S-EPMC4078161,Treatment effects of dexmedetomidine and ketamine on postoperative analgesia after cleft palate repair.,2014-06-01,2014,2,6,Other Norway,,,NA
biostudies-other,BioStudies,S-EPMC1148136,"Sex-specific constitutive expression of the pre-neoplastic marker glutathione S-transferase, YfYf, in mouse liver.",1987-07-01,1987,3,7,Other Norway,,,NA
biostudies-other,BioStudies,S-EPMC4097190,Redesigning services for the management of vitreomacular traction and macular hole.,2014-07-01,2014,3,7,Other Norway,,,NA
biostudies-other,BioStudies,S-EPMC5263085,"Sleep Disturbances in OEF/OIF/OND Veterans: Associations with PTSD, Personality, and Coping.",2017-02-01,2017,1,2,Other Norway,,,NA
biostudies-other,BioStudies,S-EPMC4086503,Targeting reactive nitrogen species: a promising therapeutic strategy for cerebral ischemia-reperfusion injury.,2013-01-01,2013,1,1,Other Norway,,,NA
biostudies-other,BioStudies,S-EPMC4089616,"The complexity of the cardio-renal link: taxonomy, syndromes, and diseases.",2011-06-01,2011,2,6,Other Norway,,,NA
biostudies-other,BioStudies,S-EPMC1147276,Urea synthesis in freshly isolated and in cultured periportal and perivenous hepatocytes.,1986-10-01,1986,4,10,Other Norway,,,NA
biostudies-other,BioStudies,S-EPMC1147894,The inhibition of thrombin-dependent positive-feedback reactions is critical to the expression of the anticoagulant effect of heparin.,1987-04-01,1987,2,4,Other Norway,,,NA
biostudies-other,BioStudies,S-EPMC4100797,"Supramolecular disassembly of facially amphiphilic dendrimer assemblies in response to physical, chemical, and biological stimuli.",2014-07-01,2014,3,7,Other Norway,,,NA
biostudies-other,BioStudies,S-EPMC1147424,Erythrocyte nucleoside and sugar transport. Endo-beta-galactosidase and endoglycosidase-F digestion of partially purified human and pig transporter proteins.,1986-12-01,1986,4,12,Other Norway,,,NA
biostudies-other,BioStudies,S-EPMC4073984,"Diagnosing vascular variability anomalies, not only MESOR-hypertension.",2013-08-01,2013,3,8,Other Norway,,,NA
biostudies-other,BioStudies,S-EPMC2289041,"The muscle regulatory gene, Myf-6, has a biphasic pattern of expression during early mouse development.",1991-06-01,1991,2,6,Other Norway,,,NA
biostudies-other,BioStudies,S-EPMC1147436,Effects of insulin and prior exercise on prostaglandin release from perfused rat muscle. Evidence that prostaglandins do not mediate changes in glucose uptake.,1986-12-01,1986,4,12,Other Norway,,,NA
biostudies-other,BioStudies,S-EPMC1147615,The E1----E2 transition of Ca2+-transporting ATPase in sarcoplasmic reticulum occurs without major changes in secondary structure. A circular-dichroism study.,1987-02-01,1987,1,2,Other Norway,,,NA
biostudies-other,BioStudies,S-EPMC4101225,Switchgrass cultivar/ecotype selection and management for biofuels in the upper southeast USA.,2014-01-01,2014,1,1,Other Norway,,,NA
biostudies-other,BioStudies,S-EPMC4078413,Chronic kidney disease and osteoporosis: evaluation and management.,2014-01-01,2014,1,1,Other Norway,,,NA
biostudies-other,BioStudies,S-EPMC4078136,Multiple myeloma-associated amyloidoma of the sacrum: case report and review of the literature.,2014-06-01,2014,2,6,Other Norway,,,NA
biostudies-other,BioStudies,S-EPMC4123204,Three-dimensional printed acrylonitrile butadiene styrene framework coated with Cu-BTC metal-organic frameworks for the removal of methylene blue.,2014-01-01,2014,1,1,Other Norway,,,NA
biostudies-other,BioStudies,S-EPMC1148524,Movement of plasma-membrane sterols to the endoplasmic reticulum in cultured cells.,1987-11-01,1987,4,11,Other Norway,,,NA
